#                \hbar \omega(Ry)     Re(chi) (e^2*a_0^2/Ry) Im(chi) (e^2*a_0^2/Ry)
     chi_1_1=  0.000000000000000E+00  0.103280496101118E+02  -.000000000000000E+00
     chi_2_1=  0.000000000000000E+00  -.558235118597778E-07  0.000000000000000E+00
     chi_3_1=  0.000000000000000E+00  0.195835221459510E-06  -.000000000000000E+00
     chi_1_2=  0.000000000000000E+00  -.439046988201446E-07  0.000000000000000E+00
     chi_2_2=  0.000000000000000E+00  0.103280513258763E+02  -.000000000000000E+00
     chi_3_2=  0.000000000000000E+00  -.333081067790303E-06  0.000000000000000E+00
     chi_1_3=  0.000000000000000E+00  0.194332137034634E-06  -.000000000000000E+00
     chi_2_3=  0.000000000000000E+00  -.333225611788601E-06  0.000000000000000E+00
     chi_3_3=  0.000000000000000E+00  0.103280481998716E+02  -.000000000000000E+00
     chi_1_1=  0.100000000000000E-02  0.103280613540810E+02  0.235022669442193E-03
     chi_2_1=  0.100000000000000E-02  -.558228421904389E-07  0.134102579787157E-10
     chi_3_1=  0.100000000000000E-02  0.195835866473992E-06  0.129135608610973E-10
     chi_1_2=  0.100000000000000E-02  -.439039960247193E-07  0.140734140424881E-10
     chi_2_2=  0.100000000000000E-02  0.103280630698469E+02  0.235022696744497E-03
     chi_3_2=  0.100000000000000E-02  -.333081693401803E-06  -.125219450048910E-10
     chi_1_3=  0.100000000000000E-02  0.194332778242045E-06  0.128373506025432E-10
     chi_2_3=  0.100000000000000E-02  -.333226237253294E-06  -.125189992821559E-10
     chi_3_3=  0.100000000000000E-02  0.103280599438331E+02  0.235022513842554E-03
     chi_1_1=  0.200000000000000E-02  0.103280965862027E+02  0.470049625179976E-03
     chi_2_1=  0.200000000000000E-02  -.558208331572480E-07  0.268210205984400E-10
     chi_3_1=  0.200000000000000E-02  0.195837801537237E-06  0.258275186771381E-10
     chi_1_2=  0.200000000000000E-02  -.439018876123255E-07  0.281473517004997E-10
     chi_2_2=  0.200000000000000E-02  0.103280983019727E+02  0.470049679783889E-03
     chi_3_2=  0.200000000000000E-02  -.333083570250807E-06  -.250441806294507E-10
     chi_1_3=  0.200000000000000E-02  0.194334701883975E-06  0.256750961006825E-10
     chi_2_3=  0.200000000000000E-02  -.333228113661863E-06  -.250382888976554E-10
     chi_3_3=  0.200000000000000E-02  0.103280951759315E+02  0.470049313974713E-03
     chi_1_1=  0.300000000000000E-02  0.103281553071186E+02  0.705085153742163E-03
     chi_2_1=  0.300000000000000E-02  -.558174846846880E-07  0.402327925359964E-10
     chi_3_1=  0.300000000000000E-02  0.195841026708642E-06  0.387422704321672E-10
     chi_1_2=  0.300000000000000E-02  -.438983735046051E-07  0.422223366267015E-10
     chi_2_2=  0.300000000000000E-02  0.103281570228955E+02  0.705085235646301E-03
     chi_3_2=  0.300000000000000E-02  -.333086698380830E-06  -.375669975093053E-10
     chi_1_3=  0.300000000000000E-02  0.194337908019515E-06  0.385136314189757E-10
     chi_2_3=  0.300000000000000E-02  -.333231241057777E-06  -.375581591957702E-10
     chi_3_3=  0.300000000000000E-02  0.103281538968086E+02  0.705084686919303E-03
     chi_1_1=  0.400000000000000E-02  0.103282375178985E+02  0.940133542124063E-03
     chi_2_1=  0.400000000000000E-02  -.558127966468886E-07  0.536460785398436E-10
     chi_3_1=  0.400000000000000E-02  0.195845542087213E-06  0.516582131684365E-10
     chi_1_2=  0.400000000000000E-02  -.438934535709554E-07  0.562988925480509E-10
     chi_2_2=  0.400000000000000E-02  0.103282392336849E+02  0.940133651326338E-03
     chi_3_2=  0.400000000000000E-02  -.333091077864397E-06  -.500906863119964E-10
     chi_1_3=  0.400000000000000E-02  0.194342396747153E-06  0.513533515399089E-10
     chi_2_3=  0.400000000000000E-02  -.333235619513492E-06  -.500789005576294E-10
     chi_3_3=  0.400000000000000E-02  0.103282361075340E+02  0.940132919665644E-03
     chi_1_1=  0.500000000000000E-02  0.103283432200398E+02  0.117519907802075E-02
     chi_2_1=  0.500000000000000E-02  -.558067688676201E-07  0.670613834659020E-10
     chi_3_1=  0.500000000000000E-02  0.195851347811561E-06  0.645757440155181E-10
     chi_1_2=  0.500000000000000E-02  -.438871276285206E-07  0.703775433029524E-10
     chi_2_2=  0.500000000000000E-02  0.103283449358385E+02  0.117519921451839E-02
     chi_3_2=  0.500000000000000E-02  -.333096708803050E-06  -.626155377529436E-10
     chi_1_3=  0.500000000000000E-02  0.194348168204783E-06  0.641946515328693E-10
     chi_2_3=  0.500000000000000E-02  -.333241249130450E-06  -.626008034121521E-10
     chi_3_3=  0.500000000000000E-02  0.103283418096055E+02  0.117519829990282E-02
     chi_1_1=  0.600000000000000E-02  0.103284724154684E+02  0.141028605006049E-02
     chi_2_1=  0.600000000000000E-02  -.557994011202793E-07  0.804792123133967E-10
     chi_3_1=  0.600000000000000E-02  0.195858444059923E-06  0.774952602194299E-10
     chi_1_2=  0.600000000000000E-02  -.438793954421757E-07  0.844588128784294E-10
     chi_2_2=  0.600000000000000E-02  0.103284741312822E+02  0.141028621385002E-02
     chi_3_2=  0.600000000000000E-02  -.333103591327350E-06  -.751418426114105E-10
     chi_1_3=  0.600000000000000E-02  0.194355222569717E-06  0.770379265831325E-10
     chi_2_3=  0.600000000000000E-02  -.333248130039083E-06  -.751241582519842E-10
     chi_3_3=  0.600000000000000E-02  0.103284710049486E+02  0.141028511625311E-02
     chi_1_1=  0.700000000000000E-02  0.103286251065380E+02  0.164539874803820E-02
     chi_2_1=  0.700000000000000E-02  -.557906931278747E-07  0.939000702607144E-10
