#       Energy(Ry)            Total                 X                  Y                   Z
      0.49400000E+00      0.35299862E-01      0.11774940E-01      0.11750618E-01      0.11774305E-01
      0.49500000E+00      0.35838783E-01      0.11954682E-01      0.11930066E-01      0.11954035E-01
      0.49600000E+00      0.36389261E-01      0.12138278E-01      0.12113363E-01      0.12137620E-01
      0.49700000E+00      0.36951628E-01      0.12325840E-01      0.12300620E-01      0.12325169E-01
      0.49800000E+00      0.37526230E-01      0.12517481E-01      0.12491952E-01      0.12516797E-01
      0.49900000E+00      0.38113425E-01      0.12713322E-01      0.12687478E-01      0.12712625E-01
      0.50000000E+00      0.38713582E-01      0.12913485E-01      0.12887322E-01      0.12912775E-01
      0.50100000E+00      0.39327088E-01      0.13118100E-01      0.13091611E-01      0.13117377E-01
      0.50200000E+00      0.39954341E-01      0.13327300E-01      0.13300479E-01      0.13326562E-01
      0.50300000E+00      0.40595756E-01      0.13541222E-01      0.13514064E-01      0.13540470E-01
      0.50400000E+00      0.41251762E-01      0.13760010E-01      0.13732509E-01      0.13759244E-01
      0.50500000E+00      0.41922807E-01      0.13983813E-01      0.13955963E-01      0.13983032E-01
      0.50600000E+00      0.42609355E-01      0.14212786E-01      0.14184580E-01      0.14211989E-01
      0.50700000E+00      0.43311889E-01      0.14447090E-01      0.14418522E-01      0.14446277E-01
      0.50800000E+00      0.44030908E-01      0.14686891E-01      0.14657954E-01      0.14686063E-01
      0.50900000E+00      0.44766935E-01      0.14932364E-01      0.14903052E-01      0.14931519E-01
      0.51000000E+00      0.45520512E-01      0.15183690E-01      0.15153995E-01      0.15182827E-01
      0.51100000E+00      0.46292203E-01      0.15441056E-01      0.15410971E-01      0.15440176E-01
      0.51200000E+00      0.47082594E-01      0.15704658E-01      0.15674177E-01      0.15703760E-01
      0.51300000E+00      0.47892297E-01      0.15974700E-01      0.15943814E-01      0.15973783E-01
      0.51400000E+00      0.48721948E-01      0.16251394E-01      0.16220096E-01      0.16250458E-01
      0.51500000E+00      0.49572210E-01      0.16534961E-01      0.16503243E-01      0.16534006E-01
      0.51600000E+00      0.50443774E-01      0.16825632E-01      0.16793486E-01      0.16824656E-01
      0.51700000E+00      0.51337361E-01      0.17123646E-01      0.17091064E-01      0.17122650E-01
      0.51800000E+00      0.52253721E-01      0.17429255E-01      0.17396228E-01      0.17428238E-01
      0.51900000E+00      0.53193637E-01      0.17742719E-01      0.17709238E-01      0.17741680E-01
      0.52000000E+00      0.54157929E-01      0.18064312E-01      0.18030367E-01      0.18063250E-01
      0.52100000E+00      0.55147450E-01      0.18394317E-01      0.18359900E-01      0.18393232E-01
      0.52200000E+00      0.56163091E-01      0.18733033E-01      0.18698134E-01      0.18731924E-01
      0.52300000E+00      0.57205784E-01      0.19080769E-01      0.19045378E-01      0.19079636E-01
      0.52400000E+00      0.58276503E-01      0.19437851E-01      0.19401958E-01      0.19436693E-01
      0.52500000E+00      0.59376266E-01      0.19804619E-01      0.19768213E-01      0.19803434E-01
      0.52600000E+00      0.60506139E-01      0.20181427E-01      0.20144497E-01      0.20180215E-01
      0.52700000E+00      0.61667236E-01      0.20568646E-01      0.20531182E-01      0.20567407E-01
      0.52800000E+00      0.62860724E-01      0.20966668E-01      0.20928657E-01      0.20965400E-01
      0.52900000E+00      0.64087827E-01      0.21375897E-01      0.21337329E-01      0.21374600E-01
      0.53000000E+00      0.65349824E-01      0.21796763E-01      0.21757624E-01      0.21795436E-01
      0.53100000E+00      0.66648058E-01      0.22229713E-01      0.22189991E-01      0.22228354E-01
      0.53200000E+00      0.67983938E-01      0.22675216E-01      0.22634898E-01      0.22673825E-01
      0.53300000E+00      0.69358942E-01      0.23133765E-01      0.23092837E-01      0.23132340E-01
      0.53400000E+00      0.70774620E-01      0.23605877E-01      0.23564326E-01      0.23604418E-01
      0.53500000E+00      0.72232603E-01      0.24092095E-01      0.24049907E-01      0.24090601E-01
      0.53600000E+00      0.73734602E-01      0.24592991E-01      0.24550150E-01      0.24591460E-01
      0.53700000E+00      0.75282417E-01      0.25109165E-01      0.25065656E-01      0.25107596E-01
      0.53800000E+00      0.76877940E-01      0.25641247E-01      0.25597054E-01      0.25639639E-01
      0.53900000E+00      0.78523166E-01      0.26189903E-01      0.26145010E-01      0.26188254E-01
      0.54000000E+00      0.80220191E-01      0.26755831E-01      0.26710220E-01      0.26754140E-01
      0.54100000E+00      0.81971225E-01      0.27339768E-01      0.27293423E-01      0.27338034E-01
      0.54200000E+00      0.83778598E-01      0.27942492E-01      0.27895394E-01      0.27940713E-01
      0.54300000E+00      0.85644768E-01      0.28564821E-01      0.28516951E-01      0.28562996E-01
      0.54400000E+00      0.87572327E-01      0.29207621E-01      0.29158959E-01      0.29205747E-01
      0.54500000E+00      0.89564013E-01      0.29871804E-01      0.29822329E-01      0.29869880E-01
      0.54600000E+00      0.91622718E-01      0.30558334E-01      0.30508026E-01      0.30556359E-01
      0.54700000E+00      0.93751501E-01      0.31268231E-01      0.31217068E-01      0.31266202E-01
      0.54800000E+00      0.95953596E-01      0.32002574E-01      0.31950533E-01      0.32000490E-01
      0.54900000E+00      0.98232428E-01      0.32762504E-01      0.32709561E-01      0.32760362E-01
      0.55000000E+00      0.10059162E+00      0.33549231E-01      0.33495361E-01      0.33547030E-01
      0.55100000E+00      0.10303502E+00      0.34364037E-01      0.34309214E-01      0.34361773E-01
      0.55200000E+00      0.10556671E+00      0.35208280E-01      0.35152478E-01      0.35205951E-01
      0.55300000E+00      0.10819100E+00      0.36083403E-01      0.36026593E-01      0.36081007E-01
      0.55400000E+00      0.11091250E+00      0.36990938E-01      0.36933093E-01      0.36988473E-01
      0.55500000E+00      0.11373610E+00      0.37932515E-01      0.37873603E-01      0.37929977E-01
      0.55600000E+00      0.11666697E+00      0.38909865E-01      0.38849854E-01      0.38907252E-01
      0.55700000E+00      0.11971066E+00      0.39924833E-01      0.39863690E-01      0.39922141E-01
      0.55800000E+00      0.12287306E+00      0.40979381E-01      0.40917072E-01      0.40976608E-01
      0.55900000E+00      0.12616044E+00      0.42075605E-01      0.42012093E-01      0.42072746E-01
      0.56000000E+00      0.12957951E+00      0.43215738E-01      0.43150985E-01      0.43212791E-01
      0.56100000E+00      0.13313743E+00      0.44402167E-01      0.44336133E-01      0.44399127E-01
      0.56200000E+00      0.13684183E+00      0.45637441E-01      0.45570085E-01      0.45634304E-01
      0.56300000E+00      0.14070090E+00      0.46924288E-01      0.46855566E-01      0.46921050E-01
      0.56400000E+00      0.14472341E+00      0.48265628E-01      0.48195494E-01      0.48262285E-01
      0.56500000E+00      0.14891872E+00      0.49664591E-01      0.49592996E-01      0.49661138E-01
      0.56600000E+00      0.15329693E+00      0.51124534E-01      0.51051427E-01      0.51120965E-01
      0.56700000E+00      0.15786882E+00      0.52649060E-01      0.52574389E-01      0.52645372E-01
      0.56800000E+00      0.16264603E+00      0.54242045E-01      0.54165752E-01      0.54238230E-01
      0.56900000E+00      0.16764104E+00      0.55907654E-01      0.55829680E-01      0.55903707E-01
      0.57000000E+00      0.17286732E+00      0.57650375E-01      0.57570658E-01      0.57646290E-01
      0.57100000E+00      0.17833938E+00      0.59475047E-01      0.59393519E-01      0.59470817E-01
      0.57200000E+00      0.18407288E+00      0.61386892E-01      0.61303483E-01      0.61382509E-01
      0.57300000E+00      0.19008474E+00      0.63391550E-01      0.63306187E-01      0.63387008E-01
      0.57400000E+00      0.19639327E+00      0.65495126E-01      0.65407729E-01      0.65490415E-01
      0.57500000E+00      0.20301828E+00      0.67704228E-01      0.67614713E-01      0.67699341E-01
      0.57600000E+00      0.20998128E+00      0.70026024E-01      0.69934302E-01      0.70020951E-01
      0.57700000E+00      0.21730559E+00      0.72468294E-01      0.72374270E-01      0.72463024E-01
      0.57800000E+00      0.22501658E+00      0.75039495E-01      0.74943069E-01      0.75034020E-01
      0.57900000E+00      0.23314188E+00      0.77748836E-01      0.77649900E-01      0.77743142E-01
      0.58000000E+00      0.24171157E+00      0.80606351E-01      0.80504790E-01      0.80600427E-01
      0.58100000E+00      0.25075850E+00      0.83622993E-01      0.83518684E-01      0.83616827E-01
      0.58200000E+00      0.26031860E+00      0.86810736E-01      0.86703548E-01      0.86804313E-01
      0.58300000E+00      0.27043115E+00      0.90182686E-01      0.90072478E-01      0.90175991E-01
      0.58400000E+00      0.28113928E+00      0.93753214E-01      0.93639833E-01      0.93746230E-01
      0.58500000E+00      0.29249029E+00      0.97538097E-01      0.97421382E-01      0.97530808E-01
      0.58600000E+00      0.30453623E+00      0.10155469E+00      0.10143446E+00      0.10154708E+00
      0.58700000E+00      0.31733446E+00      0.10582211E+00      0.10569819E+00      0.10581416E+00
      0.58800000E+00      0.33094823E+00      0.11036146E+00      0.11023363E+00      0.11035314E+00
      0.58900000E+00      0.34544751E+00      0.11519606E+00      0.11506410E+00      0.11518735E+00
      0.59000000E+00      0.36090976E+00      0.12035174E+00      0.12021542E+00      0.12034261E+00
      0.59100000E+00      0.37742093E+00      0.12585715E+00      0.12571620E+00      0.12584758E+00
      0.59200000E+00      0.39507657E+00      0.13174416E+00      0.13159830E+00      0.13173411E+00
      0.59300000E+00      0.41398308E+00      0.13804824E+00      0.13789715E+00      0.13803768E+00
      0.59400000E+00      0.43425922E+00      0.14480899E+00      0.14465234E+00      0.14479789E+00
      0.59500000E+00      0.45603781E+00      0.15207069E+00      0.15190811E+00      0.15205901E+00
      0.59600000E+00      0.47946766E+00      0.15988297E+00      0.15971404E+00      0.15987065E+00
      0.59700000E+00      0.50471592E+00      0.16830154E+00      0.16812582E+00      0.16828855E+00
      0.59800000E+00      0.53197069E+00      0.17738913E+00      0.17720613E+00      0.17737542E+00
      0.59900000E+00      0.56144416E+00      0.18721650E+00      0.18702566E+00      0.18720200E+00
      0.60000000E+00      0.59337621E+00      0.19786361E+00      0.19766434E+00      0.19784826E+00
      0.60100000E+00      0.62803864E+00      0.20942110E+00      0.20921271E+00      0.20940483E+00
      0.60200000E+00      0.66574012E+00      0.22199187E+00      0.22177363E+00      0.22197462E+00
      0.60300000E+00      0.70683199E+00      0.23569309E+00      0.23546415E+00      0.23567475E+00
      0.60400000E+00      0.75171504E+00      0.25065837E+00      0.25041781E+00      0.25063885E+00
      0.60500000E+00      0.80084746E+00      0.26704051E+00      0.26678726E+00      0.26701970E+00
      0.60600000E+00      0.85475421E+00      0.28501451E+00      0.28474740E+00      0.28499230E+00
      0.60700000E+00      0.91403780E+00      0.30478128E+00      0.30449898E+00      0.30475753E+00
      0.60800000E+00      0.97939106E+00      0.32657183E+00      0.32627284E+00      0.32654639E+00
      0.60900000E+00      0.10516118E+01      0.35065215E+00      0.35033476E+00      0.35062485E+00
      0.61000000E+00      0.11316195E+01      0.37732886E+00      0.37699114E+00      0.37729951E+00
      0.61100000E+00      0.12204749E+01      0.40695559E+00      0.40659534E+00      0.40692398E+00
      0.61200000E+00      0.13194008E+01      0.43994008E+00      0.43955479E+00      0.43990595E+00
      0.61300000E+00      0.14298055E+01      0.47675188E+00      0.47633870E+00      0.47671496E+00
      0.61400000E+00      0.15533067E+01      0.51793036E+00      0.51748603E+00      0.51789033E+00
      0.61500000E+00      0.16917539E+01      0.56409221E+00      0.56361302E+00      0.56404871E+00
      0.61600000E+00      0.18472470E+01      0.61593754E+00      0.61541928E+00      0.61589016E+00
      0.61700000E+00      0.20221430E+01      0.67425230E+00      0.67369018E+00      0.67420056E+00
      0.61800000E+00      0.22190440E+01      0.73990400E+00      0.73929264E+00      0.73984735E+00
      0.61900000E+00      0.24407477E+01      0.81382549E+00      0.81315891E+00      0.81376330E+00
      0.62000000E+00      0.26901405E+01      0.89697911E+00      0.89625076E+00      0.89691066E+00
      0.62100000E+00      0.29699970E+01      0.99028989E+00      0.98949276E+00      0.99021434E+00
      0.62200000E+00      0.32826405E+01      0.10945324E+01      0.10936593E+01      0.10944488E+01
      0.62300000E+00      0.36294083E+01      0.12101524E+01      0.12091963E+01      0.12100596E+01
      0.62400000E+00      0.40098622E+01      0.13370034E+01      0.13359584E+01      0.13369004E+01
      0.62500000E+00      0.44207110E+01      0.14739880E+01      0.14728498E+01      0.14738732E+01
      0.62600000E+00      0.48544864E+01      0.16186154E+01      0.16173833E+01      0.16184876E+01
      0.62700000E+00      0.52981696E+01      0.17665446E+01      0.17652226E+01      0.17664023E+01
      0.62800000E+00      0.57322115E+01      0.19112570E+01      0.19098555E+01      0.19110991E+01
      0.62900000E+00      0.61306556E+01      0.20440977E+01      0.20426343E+01      0.20439236E+01
      0.63000000E+00      0.64631607E+01      0.21549506E+01      0.21534498E+01      0.21547603E+01
      0.63100000E+00      0.66993416E+01      0.22336852E+01      0.22321763E+01      0.22334801E+01
      0.63200000E+00      0.68148290E+01      0.22721774E+01      0.22706913E+01      0.22719602E+01
      0.63300000E+00      0.67971838E+01      0.22662815E+01      0.22648460E+01      0.22660563E+01
      0.63400000E+00      0.66492181E+01      0.22169366E+01      0.22155732E+01      0.22167084E+01
      0.63500000E+00      0.63881589E+01      0.21298876E+01      0.21286097E+01      0.21296616E+01
      0.63600000E+00      0.60410772E+01      0.20141611E+01      0.20129742E+01      0.20139420E+01
      0.63700000E+00      0.56386735E+01      0.18799928E+01      0.18788962E+01      0.18797845E+01
      0.63800000E+00      0.52097711E+01      0.17369924E+01      0.17359813E+01      0.17367974E+01
      0.63900000E+00      0.47778906E+01      0.15930012E+01      0.15920685E+01      0.15928209E+01
      0.64000000E+00      0.43600375E+01      0.14536883E+01      0.14528259E+01      0.14535232E+01
      0.64100000E+00      0.39670720E+01      0.13226741E+01      0.13218740E+01      0.13225239E+01
      0.64200000E+00      0.36048743E+01      0.12019186E+01      0.12011732E+01      0.12017825E+01
      0.64300000E+00      0.32757021E+01      0.10921743E+01      0.10914765E+01      0.10920513E+01
      0.64400000E+00      0.29794080E+01      0.99339173E+00      0.99273553E+00      0.99328075E+00
      0.64500000E+00      0.27143897E+01      0.90503671E+00      0.90441650E+00      0.90493653E+00
      0.64600000E+00      0.24782681E+01      0.82631589E+00      0.82572681E+00      0.82622539E+00
      0.64700000E+00      0.22683372E+01      0.75632711E+00      0.75576488E+00      0.75624526E+00
      0.64800000E+00      0.20818453E+01      0.69415285E+00      0.69361372E+00      0.69407871E+00
      0.64900000E+00      0.19161568E+01      0.63891448E+00      0.63839511E+00      0.63884720E+00
      0.65000000E+00      0.17688376E+01      0.58980044E+00      0.58929788E+00      0.58973928E+00
      0.65100000E+00      0.16376907E+01      0.54607825E+00      0.54558990E+00      0.54602255E+00
      0.65200000E+00      0.15207628E+01      0.50709671E+00      0.50662024E+00      0.50704589E+00
      0.65300000E+00      0.14163347E+01      0.47228262E+00      0.47181593E+00      0.47223617E+00
      0.65400000E+00      0.13229028E+01      0.44113470E+00      0.44067591E+00      0.44109218E+00
      0.65500000E+00      0.12391575E+01      0.41321636E+00      0.41276375E+00      0.41317738E+00
      0.65600000E+00      0.11639611E+01      0.38814829E+00      0.38770028E+00      0.38811250E+00
      0.65700000E+00      0.10963260E+01      0.36560126E+00      0.36515642E+00      0.36556837E+00
      0.65800000E+00      0.10353958E+01      0.34528969E+00      0.34484667E+00      0.34525943E+00
      0.65900000E+00      0.98042687E+00      0.32696572E+00      0.32652328E+00      0.32693787E+00
      0.66000000E+00      0.93077364E+00      0.31041411E+00      0.30997107E+00      0.31038846E+00
      0.66100000E+00      0.88587487E+00      0.29544776E+00      0.29500298E+00      0.29542413E+00
      0.66200000E+00      0.84524212E+00      0.28190382E+00      0.28145624E+00      0.28188205E+00
      0.66300000E+00      0.80844979E+00      0.26964041E+00      0.26918900E+00      0.26962037E+00
      0.66400000E+00      0.77512663E+00      0.25853378E+00      0.25807752E+00      0.25851534E+00
      0.66500000E+00      0.74494847E+00      0.24847584E+00      0.24801374E+00      0.24845889E+00
      0.66600000E+00      0.71763199E+00      0.23937215E+00      0.23890324E+00      0.23935660E+00
      0.66700000E+00      0.69292943E+00      0.23114013E+00      0.23066341E+00      0.23112589E+00
      0.66800000E+00      0.67062412E+00      0.22370754E+00      0.22322204E+00      0.22369454E+00
      0.66900000E+00      0.65052662E+00      0.21701124E+00      0.21651596E+00      0.21699941E+00
      0.67000000E+00      0.63247145E+00      0.21099608E+00      0.21049000E+00      0.21098536E+00
      0.67100000E+00      0.61631431E+00      0.20561396E+00      0.20509604E+00      0.20560431E+00
      0.67200000E+00      0.60192974E+00      0.20082307E+00      0.20029224E+00      0.20081444E+00
      0.67300000E+00      0.58920910E+00      0.19658721E+00      0.19604234E+00      0.19657955E+00
      0.67400000E+00      0.57805887E+00      0.19287521E+00      0.19231515E+00      0.19286850E+00
      0.67500000E+00      0.56839922E+00      0.18966049E+00      0.18908402E+00      0.18965471E+00
      0.67600000E+00      0.56016287E+00      0.18692063E+00      0.18632648E+00      0.18691575E+00
      0.67700000E+00      0.55329403E+00      0.18463707E+00      0.18402388E+00      0.18463308E+00
      0.67800000E+00      0.54774769E+00      0.18279482E+00      0.18216116E+00      0.18279170E+00
      0.67900000E+00      0.54348890E+00      0.18138227E+00      0.18072661E+00      0.18138002E+00
      0.68000000E+00      0.54049235E+00      0.18039100E+00      0.17971173E+00      0.18038962E+00
      0.68100000E+00      0.53874201E+00      0.17981572E+00      0.17911109E+00      0.17981520E+00
      0.68200000E+00      0.53823095E+00      0.17965415E+00      0.17892230E+00      0.17965450E+00
      0.68300000E+00      0.53896123E+00      0.17990703E+00      0.17914594E+00      0.17990826E+00
      0.68400000E+00      0.54094397E+00      0.18057811E+00      0.17978563E+00      0.18058024E+00
      0.68500000E+00      0.54419956E+00      0.18167424E+00      0.18084802E+00      0.18167729E+00
      0.68600000E+00      0.54875792E+00      0.18320548E+00      0.18234297E+00      0.18320947E+00
      0.68700000E+00      0.55465904E+00      0.18518521E+00      0.18428366E+00      0.18519017E+00
      0.68800000E+00      0.56195353E+00      0.18763039E+00      0.18668678E+00      0.18763636E+00
      0.68900000E+00      0.57070345E+00      0.19056180E+00      0.18957284E+00      0.19056882E+00
      0.69000000E+00      0.58098323E+00      0.19400434E+00      0.19296643E+00      0.19401246E+00
      0.69100000E+00      0.59288090E+00      0.19798747E+00      0.19689667E+00      0.19799675E+00
      0.69200000E+00      0.60649947E+00      0.20254567E+00      0.20139763E+00      0.20255617E+00
      0.69300000E+00      0.62195862E+00      0.20771896E+00      0.20650890E+00      0.20773076E+00
      0.69400000E+00      0.63939673E+00      0.21355364E+00      0.21227628E+00      0.21356682E+00
      0.69500000E+00      0.65897324E+00      0.22010304E+00      0.21875251E+00      0.22011769E+00
      0.69600000E+00      0.68087140E+00      0.22742845E+00      0.22599827E+00      0.22744468E+00
      0.69700000E+00      0.70530166E+00      0.23560026E+00      0.23408319E+00      0.23561820E+00
      0.69800000E+00      0.73250543E+00      0.24469922E+00      0.24308721E+00      0.24471900E+00
      0.69900000E+00      0.76275974E+00      0.25481797E+00      0.25310201E+00      0.25483976E+00
      0.70000000E+00      0.79638255E+00      0.26606287E+00      0.26423285E+00      0.26608683E+00
      0.70100000E+00      0.83373908E+00      0.27855605E+00      0.27660063E+00      0.27858240E+00
      0.70200000E+00      0.87524920E+00      0.29243794E+00      0.29034435E+00      0.29246691E+00
      0.70300000E+00      0.92139611E+00      0.30787015E+00      0.30562396E+00      0.30790200E+00
      0.70400000E+00      0.97273649E+00      0.32503886E+00      0.32262375E+00      0.32507388E+00
      0.70500000E+00      0.10299123E+01      0.34415876E+00      0.34155623E+00      0.34419731E+00
      0.70600000E+00      0.10936644E+01      0.36547766E+00      0.36266666E+00      0.36552012E+00
      0.70700000E+00      0.11648485E+01      0.38928168E+00      0.38623826E+00      0.38932851E+00
      0.70800000E+00      0.12444522E+01      0.41590120E+00      0.41259804E+00      0.41595292E+00
      0.70900000E+00      0.13336153E+01      0.44571742E+00      0.44212331E+00      0.44577461E+00
      0.71000000E+00      0.14336508E+01      0.47916939E+00      0.47524868E+00      0.47923275E+00
      0.71100000E+00      0.15460658E+01      0.51676121E+00      0.51247314E+00      0.51683151E+00
      0.71200000E+00      0.16725818E+01      0.55906855E+00      0.55436662E+00      0.55914668E+00
      0.71300000E+00      0.18151489E+01      0.60674357E+00      0.60157483E+00      0.60683055E+00
      0.71400000E+00      0.19759491E+01      0.66051589E+00      0.65482038E+00      0.66061287E+00
      0.71500000E+00      0.21573784E+01      0.72118661E+00      0.71489690E+00      0.72129488E+00
      0.71600000E+00      0.23619924E+01      0.78961008E+00      0.78265121E+00      0.78973106E+00
      0.71700000E+00      0.25923929E+01      0.86665586E+00      0.85894600E+00      0.86679109E+00
      0.71800000E+00      0.28510228E+01      0.95313988E+00      0.94459202E+00      0.95329095E+00
      0.71900000E+00      0.31398247E+01      0.10497102E+01      0.10402357E+01      0.10498787E+01
      0.72000000E+00      0.34597129E+01      0.11566704E+01      0.11461848E+01      0.11568577E+01
      0.72100000E+00      0.38098115E+01      0.12737239E+01      0.12621567E+01      0.12739310E+01
      0.72200000E+00      0.41864397E+01      0.13996349E+01      0.13869427E+01      0.13998621E+01
      0.72300000E+00      0.45819164E+01      0.15318286E+01      0.15180129E+01      0.15320749E+01
      0.72400000E+00      0.49834105E+01      0.16660067E+01      0.16511341E+01      0.16662697E+01
      0.72500000E+00      0.53722947E+01      0.17959328E+01      0.17801538E+01      0.17962081E+01
      0.72600000E+00      0.57246688E+01      0.19136093E+01      0.18971692E+01      0.19138903E+01
      0.72700000E+00      0.60136961E+01      0.20100616E+01      0.19932947E+01      0.20103398E+01
      0.72800000E+00      0.62138934E+01      0.20767746E+01      0.20600784E+01      0.20770404E+01
      0.72900000E+00      0.63065074E+01      0.21074912E+01      0.20912811E+01      0.21077351E+01
      0.73000000E+00      0.62840906E+01      0.20997402E+01      0.20843964E+01      0.20999540E+01
      0.73100000E+00      0.61522513E+01      0.20554169E+01      0.20412396E+01      0.20555948E+01
      0.73200000E+00      0.59277257E+01      0.19801343E+01      0.19673180E+01      0.19802734E+01
      0.73300000E+00      0.56337319E+01      0.18816672E+01      0.18702971E+01      0.18817676E+01
      0.73400000E+00      0.52947038E+01      0.17681915E+01      0.17582566E+01      0.17682557E+01
      0.73500000E+00      0.49323030E+01      0.16469518E+01      0.16383668E+01      0.16469845E+01
      0.73600000E+00      0.45635121E+01      0.15236253E+01      0.15162545E+01      0.15236323E+01
      0.73700000E+00      0.42005154E+01      0.14022823E+01      0.13959631E+01      0.14022699E+01
      0.73800000E+00      0.38515474E+01      0.12856701E+01      0.12802329E+01      0.12856444E+01
      0.73900000E+00      0.35219354E+01      0.11755617E+01      0.11708457E+01      0.11755280E+01
      0.74000000E+00      0.32149201E+01      0.10730312E+01      0.10688951E+01      0.10729939E+01
      0.74100000E+00      0.29321870E+01      0.97863278E+00      0.97495918E+00      0.97859501E+00
      0.74200000E+00      0.26742105E+01      0.89251685E+00      0.88921287E+00      0.89248074E+00
      0.74300000E+00      0.24405277E+01      0.81452214E+00      0.81151664E+00      0.81448895E+00
      0.74400000E+00      0.22299935E+01      0.74426118E+00      0.74150080E+00      0.74423154E+00
      0.74500000E+00      0.20410186E+01      0.68119981E+00      0.67864491E+00      0.68117392E+00
      0.74600000E+00      0.18717754E+01      0.62472556E+00      0.62234653E+00      0.62470331E+00
      0.74700000E+00      0.17203575E+01      0.57420062E+00      0.57197510E+00      0.57418178E+00
      0.74800000E+00      0.15848923E+01      0.52899911E+00      0.52690982E+00      0.52898335E+00
      0.74900000E+00      0.14636116E+01      0.48853045E+00      0.48656368E+00      0.48851743E+00
      0.75000000E+00      0.13548901E+01      0.45225207E+00      0.45039663E+00      0.45224144E+00
      0.75100000E+00      0.12572618E+01      0.41967463E+00      0.41792114E+00      0.41966605E+00
      0.75200000E+00      0.11694206E+01      0.39036234E+00      0.38870274E+00      0.39035554E+00
      0.75300000E+00      0.10902134E+01      0.36393048E+00      0.36235772E+00      0.36392519E+00
      0.75400000E+00      0.10186277E+01      0.34004129E+00      0.33854910E+00      0.34003728E+00
      0.75500000E+00      0.95377769E+00      0.31839930E+00      0.31698202E+00      0.31839637E+00
      0.75600000E+00      0.89489002E+00      0.29874650E+00      0.29739903E+00      0.29874449E+00
      0.75700000E+00      0.84128981E+00      0.28085780E+00      0.27957545E+00      0.28085656E+00
      0.75800000E+00      0.79238820E+00      0.26453677E+00      0.26331526E+00      0.26453617E+00
      0.75900000E+00      0.74767096E+00      0.24961188E+00      0.24844727E+00      0.24961182E+00
      0.76000000E+00      0.70668852E+00      0.23593315E+00      0.23482181E+00      0.23593355E+00
      0.76100000E+00      0.66904718E+00      0.22336928E+00      0.22230786E+00      0.22337005E+00
      0.76200000E+00      0.63440161E+00      0.21180504E+00      0.21079044E+00      0.21180613E+00
      0.76300000E+00      0.60244829E+00      0.20113920E+00      0.20016855E+00      0.20114054E+00
      0.76400000E+00      0.57291988E+00      0.19128256E+00      0.19035321E+00      0.19128411E+00
      0.76500000E+00      0.54558042E+00      0.18215641E+00      0.18126589E+00      0.18215813E+00
      0.76600000E+00      0.52022121E+00      0.17369111E+00      0.17283714E+00      0.17369296E+00
      0.76700000E+00      0.49665721E+00      0.16582493E+00      0.16500539E+00      0.16582689E+00
      0.76800000E+00      0.47472405E+00      0.15850303E+00      0.15771595E+00      0.15850507E+00
      0.76900000E+00      0.45427536E+00      0.15167656E+00      0.15092011E+00      0.15167868E+00
      0.77000000E+00      0.43518054E+00      0.14530197E+00      0.14457444E+00      0.14530413E+00
      0.77100000E+00      0.41732282E+00      0.13934027E+00      0.13864008E+00      0.13934247E+00
      0.77200000E+00      0.40059757E+00      0.13375656E+00      0.13308223E+00      0.13375878E+00
      0.77300000E+00      0.38491083E+00      0.12851949E+00      0.12786963E+00      0.12852171E+00
      0.77400000E+00      0.37017810E+00      0.12360085E+00      0.12297418E+00      0.12360307E+00
      0.77500000E+00      0.35632320E+00      0.11897522E+00      0.11837055E+00      0.11897744E+00
      0.77600000E+00      0.34327733E+00      0.11461965E+00      0.11403584E+00      0.11462185E+00
      0.77700000E+00      0.33097826E+00      0.11051335E+00      0.10994936E+00      0.11051554E+00
      0.77800000E+00      0.31936956E+00      0.10663752E+00      0.10609236E+00      0.10663969E+00
      0.77900000E+00      0.30840004E+00      0.10297505E+00      0.10244780E+00      0.10297719E+00
      0.78000000E+00      0.29802311E+00      0.99510403E-01      0.99000190E-01      0.99512513E-01
      0.78100000E+00      0.28819634E+00      0.96229413E-01      0.95735431E-01      0.96231492E-01
      0.78200000E+00      0.27888102E+00      0.93119161E-01      0.92640648E-01      0.93121208E-01
      0.78300000E+00      0.27004178E+00      0.90167841E-01      0.89704081E-01      0.90169854E-01
      0.78400000E+00      0.26164624E+00      0.87364647E-01      0.86914965E-01      0.87366624E-01
      0.78500000E+00      0.25366473E+00      0.84699674E-01      0.84263436E-01      0.84701615E-01
      0.78600000E+00      0.24607001E+00      0.82163832E-01      0.81740441E-01      0.82165737E-01
      0.78700000E+00      0.23883706E+00      0.79748767E-01      0.79337659E-01      0.79750635E-01
      0.78800000E+00      0.23194284E+00      0.77446789E-01      0.77047432E-01      0.77448619E-01
      0.78900000E+00      0.22536612E+00      0.75250811E-01      0.74862704E-01      0.75252604E-01
      0.79000000E+00      0.21908731E+00      0.73154295E-01      0.72776964E-01      0.73156050E-01
      0.79100000E+00      0.21308831E+00      0.71151199E-01      0.70784196E-01      0.71152918E-01
      0.79200000E+00      0.20735239E+00      0.69235936E-01      0.68878836E-01      0.69237619E-01
      0.79300000E+00      0.20186404E+00      0.67403332E-01      0.67055734E-01      0.67404978E-01
      0.79400000E+00      0.19660890E+00      0.65648589E-01      0.65310113E-01      0.65650199E-01
      0.79500000E+00      0.19157362E+00      0.63967253E-01      0.63637539E-01      0.63968828E-01
      0.79600000E+00      0.18674581E+00      0.62355189E-01      0.62033894E-01      0.62356729E-01
