#       Energy(Ry)            Total                 X                  Y                   Z
      0.71400000E+00      0.20737665E+01      0.69289945E+00      0.68727451E+00      0.69359252E+00
      0.71500000E+00      0.22655161E+01      0.75698346E+00      0.75077543E+00      0.75775717E+00
      0.71600000E+00      0.24817272E+01      0.82924208E+00      0.82237809E+00      0.83010699E+00
      0.71700000E+00      0.27250783E+01      0.91056990E+00      0.90297084E+00      0.91153758E+00
      0.71800000E+00      0.29980302E+01      0.10017883E+01      0.99337079E+00      0.10028711E+01
      0.71900000E+00      0.33024417E+01      0.11035170E+01      0.10941971E+01      0.11047276E+01
      0.72000000E+00      0.36389818E+01      0.12159772E+01      0.12056769E+01      0.12173277E+01
      0.72100000E+00      0.40062928E+01      0.13387118E+01      0.13273687E+01      0.13402123E+01
      0.72200000E+00      0.43998966E+01      0.14702198E+01      0.14578006E+01      0.14718762E+01
      0.72300000E+00      0.48109418E+01      0.16075374E+01      0.15940555E+01      0.16093489E+01
      0.72400000E+00      0.52250653E+01      0.17458588E+01      0.17313927E+01      0.17478138E+01
      0.72500000E+00      0.56218890E+01      0.18783689E+01      0.18630785E+01      0.18804416E+01
      0.72600000E+00      0.59758614E+01      0.19965272E+01      0.19806597E+01      0.19986745E+01
      0.72700000E+00      0.62590620E+01      0.20910078E+01      0.20748866E+01      0.20931676E+01
      0.72800000E+00      0.64459566E+01      0.21532894E+01      0.21372835E+01      0.21553837E+01
      0.72900000E+00      0.65189884E+01      0.21775231E+01      0.21620010E+01      0.21794642E+01
      0.73000000E+00      0.64729318E+01      0.21619831E+01      0.21472649E+01      0.21636837E+01
      0.73100000E+00      0.63160310E+01      0.21094412E+01      0.20957636E+01      0.21108262E+01
      0.73200000E+00      0.60673654E+01      0.20262819E+01      0.20137847E+01      0.20272988E+01
      0.73300000E+00      0.57517319E+01      0.19207910E+01      0.19095238E+01      0.19214170E+01
      0.73400000E+00      0.53942841E+01      0.18013665E+01      0.17913071E+01      0.18016104E+01
      0.73500000E+00      0.50167353E+01      0.16752532E+01      0.16663293E+01      0.16751527E+01
      0.73600000E+00      0.46357397E+01      0.15480055E+01      0.15401143E+01      0.15476200E+01
      0.73700000E+00      0.42630153E+01      0.14235301E+01      0.14165540E+01      0.14229312E+01
      0.73800000E+00      0.39063309E+01      0.13044173E+01      0.12982356E+01      0.13036779E+01
      0.73900000E+00      0.35706036E+01      0.11923065E+01      0.11868043E+01      0.11914928E+01
      0.74000000E+00      0.32587285E+01      0.10881628E+01      0.10832368E+01      0.10873289E+01
      0.74100000E+00      0.29721036E+01      0.99245246E+00      0.98801344E+00      0.99163775E+00
      0.74200000E+00      0.27109692E+01      0.90525495E+00      0.90122863E+00      0.90448565E+00
      0.74300000E+00      0.24746767E+01      0.82635329E+00      0.82267902E+00      0.82564434E+00
      0.74400000E+00      0.22619384E+01      0.75531723E+00      0.75194600E+00      0.75467518E+00
      0.74500000E+00      0.20710602E+01      0.69158072E+00      0.68847301E+00      0.69100644E+00
      0.74600000E+00      0.19001388E+01      0.63450810E+00      0.63163181E+00      0.63399886E+00
      0.74700000E+00      0.17472150E+01      0.58344504E+00      0.58077383E+00      0.58299613E+00
      0.74800000E+00      0.16103795E+01      0.53775393E+00      0.53526587E+00      0.53735973E+00
      0.74900000E+00      0.14878388E+01      0.49683587E+00      0.49451245E+00      0.49649051E+00
      0.75000000E+00      0.13779501E+01      0.46014230E+00      0.45796769E+00      0.45984008E+00
      0.75100000E+00      0.12792345E+01      0.42717945E+00      0.42513995E+00      0.42691510E+00
      0.75200000E+00      0.11903770E+01      0.39750820E+00      0.39559184E+00      0.39727693E+00
      0.75300000E+00      0.11102173E+01      0.37074118E+00      0.36893742E+00      0.37053874E+00
      0.75400000E+00      0.10377376E+01      0.34653850E+00      0.34483796E+00      0.34636114E+00
      0.75500000E+00      0.97204738E+00      0.32460287E+00      0.32299720E+00      0.32444731E+00
      0.75600000E+00      0.91236930E+00      0.30467472E+00      0.30315644E+00      0.30453814E+00
      0.75700000E+00      0.85802503E+00      0.28652757E+00      0.28508995E+00      0.28640751E+00
      0.75800000E+00      0.80842257E+00      0.26996376E+00      0.26860071E+00      0.26985810E+00
      0.75900000E+00      0.76304481E+00      0.25481062E+00      0.25351666E+00      0.25471753E+00
      0.76000000E+00      0.72143952E+00      0.24091717E+00      0.23968729E+00      0.24083506E+00
      0.76100000E+00      0.68321053E+00      0.22815112E+00      0.22698079E+00      0.22807862E+00
      0.76200000E+00      0.64801022E+00      0.21639640E+00      0.21528149E+00      0.21633234E+00
      0.76300000E+00      0.61553291E+00      0.20555094E+00      0.20448768E+00      0.20549429E+00
      0.76400000E+00      0.58550928E+00      0.19552482E+00      0.19450976E+00      0.19547469E+00
      0.76500000E+00      0.55770149E+00      0.18623863E+00      0.18526861E+00      0.18619425E+00
      0.76600000E+00      0.53189909E+00      0.17762209E+00      0.17669422E+00      0.17758279E+00
      0.76700000E+00      0.50791544E+00      0.16961288E+00      0.16872449E+00      0.16957807E+00
      0.76800000E+00      0.48558464E+00      0.16215561E+00      0.16130426E+00      0.16212477E+00
      0.76900000E+00      0.46475892E+00      0.15520093E+00      0.15438436E+00      0.15517363E+00
      0.77000000E+00      0.44530638E+00      0.14870480E+00      0.14792094E+00      0.14868064E+00
      0.77100000E+00      0.42710901E+00      0.14262782E+00      0.14187474E+00      0.14260645E+00
      0.77200000E+00      0.41006106E+00      0.13693467E+00      0.13621060E+00      0.13691579E+00
      0.77300000E+00      0.39406752E+00      0.13159363E+00      0.13089692E+00      0.13157697E+00
      0.77400000E+00      0.37904291E+00      0.12657615E+00      0.12590527E+00      0.12656148E+00
      0.77500000E+00      0.36491011E+00      0.12185649E+00      0.12121003E+00      0.12184359E+00
      0.77600000E+00      0.35159951E+00      0.11741139E+00      0.11678803E+00      0.11740008E+00
      0.77700000E+00      0.33904806E+00      0.11321981E+00      0.11261833E+00      0.11320992E+00
      0.77800000E+00      0.32719862E+00      0.10926266E+00      0.10868191E+00      0.10925405E+00
      0.77900000E+00      0.31599929E+00      0.10552261E+00      0.10496153E+00      0.10551515E+00
      0.78000000E+00      0.30540286E+00      0.10198390E+00      0.10144150E+00      0.10197747E+00
      0.78100000E+00      0.29536631E+00      0.98632154E-01      0.98107501E-01      0.98626654E-01
      0.78200000E+00      0.28585037E+00      0.95454268E-01      0.94946495E-01      0.95449603E-01
      0.78300000E+00      0.27681914E+00      0.92438254E-01      0.91946546E-01      0.92434340E-01
      0.78400000E+00      0.26823978E+00      0.89573139E-01      0.89096734E-01      0.89569903E-01
      0.78500000E+00      0.26008215E+00      0.86848865E-01      0.86387047E-01      0.86846238E-01
      0.78600000E+00      0.25231861E+00      0.84256196E-01      0.83808294E-01      0.84254119E-01
      0.78700000E+00      0.24492373E+00      0.81786642E-01      0.81352025E-01      0.81785062E-01
      0.78800000E+00      0.23787410E+00      0.79432388E-01      0.79010461E-01      0.79431255E-01
      0.78900000E+00      0.23114816E+00      0.77186230E-01      0.76776433E-01      0.77185499E-01
      0.79000000E+00      0.22472599E+00      0.75041517E-01      0.74643323E-01      0.75041149E-01
      0.79100000E+00      0.21858919E+00      0.72992106E-01      0.72605019E-01      0.72992066E-01
      0.79200000E+00      0.21272074E+00      0.71032312E-01      0.70655862E-01      0.71032567E-01
      0.79300000E+00      0.20710487E+00      0.69156870E-01      0.68790613E-01      0.69157390E-01
      0.79400000E+00      0.20172697E+00      0.67360897E-01      0.67004415E-01      0.67361656E-01
      0.79500000E+00      0.19657345E+00      0.65639860E-01      0.65292756E-01      0.65640834E-01
      0.79600000E+00      0.19163171E+00      0.63989547E-01      0.63651446E-01      0.63990714E-01
      0.79700000E+00      0.18689000E+00      0.62406039E-01      0.62076585E-01      0.62407380E-01
      0.79800000E+00      0.18233741E+00      0.60885687E-01      0.60564543E-01      0.60887182E-01
      0.79900000E+00      0.17796375E+00      0.59425088E-01      0.59111935E-01      0.59426723E-01
      0.80000000E+00      0.17375950E+00      0.58021069E-01      0.57715602E-01      0.58022827E-01
      0.80100000E+00      0.16971579E+00      0.56670665E-01      0.56372597E-01      0.56672534E-01
      0.80200000E+00      0.16582433E+00      0.55371104E-01      0.55080160E-01      0.55373071E-01
      0.80300000E+00      0.16207735E+00      0.54119793E-01      0.53835713E-01      0.54121847E-01
      0.80400000E+00      0.15846758E+00      0.52914304E-01      0.52636840E-01      0.52916435E-01
      0.80500000E+00      0.15498820E+00      0.51752361E-01      0.51481276E-01      0.51754559E-01
      0.80600000E+00      0.15163281E+00      0.50631828E-01      0.50366898E-01      0.50634085E-01
      0.80700000E+00      0.14839542E+00      0.49550702E-01      0.49291711E-01      0.49553010E-01
      0.80800000E+00      0.14527039E+00      0.48507098E-01      0.48253842E-01      0.48509450E-01
      0.80900000E+00      0.14225241E+00      0.47499245E-01      0.47251529E-01      0.47501635E-01
      0.81000000E+00      0.13933649E+00      0.46525477E-01      0.46283114E-01      0.46527899E-01
      0.81100000E+00      0.13651793E+00      0.45584224E-01      0.45347037E-01      0.45586673E-01
      0.81200000E+00      0.13379231E+00      0.44674008E-01      0.44441825E-01      0.44676478E-01
      0.81300000E+00      0.13115544E+00      0.43793433E-01      0.43566092E-01      0.43795920E-01
      0.81400000E+00      0.12860339E+00      0.42941182E-01      0.42718527E-01      0.42943683E-01
      0.81500000E+00      0.12613243E+00      0.42116014E-01      0.41897895E-01      0.42118524E-01
      0.81600000E+00      0.12373905E+00      0.41316752E-01      0.41103027E-01      0.41319268E-01
      0.81700000E+00      0.12141991E+00      0.40542285E-01      0.40332818E-01      0.40544805E-01
      0.81800000E+00      0.11917187E+00      0.39791564E-01      0.39586222E-01      0.39794084E-01
      0.81900000E+00      0.11699195E+00      0.39063591E-01      0.38862249E-01      0.39066109E-01
      0.82000000E+00      0.11487732E+00      0.38357425E-01      0.38159962E-01      0.38359938E-01
      0.82100000E+00      0.11282532E+00      0.37672171E-01      0.37478471E-01      0.37674678E-01
      0.82200000E+00      0.11083340E+00      0.37006982E-01      0.36816934E-01      0.37009480E-01
      0.82300000E+00      0.10889914E+00      0.36361052E-01      0.36174549E-01      0.36363541E-01
      0.82400000E+00      0.10702027E+00      0.35733618E-01      0.35550558E-01      0.35736096E-01
      0.82500000E+00      0.10519461E+00      0.35123954E-01      0.34944237E-01      0.35126419E-01
      0.82600000E+00      0.10342009E+00      0.34531370E-01      0.34354902E-01      0.34533820E-01
      0.82700000E+00      0.10169475E+00      0.33955209E-01      0.33781898E-01      0.33957644E-01
      0.82800000E+00      0.10001672E+00      0.33394847E-01      0.33224605E-01      0.33397266E-01
      0.82900000E+00      0.98384210E-01      0.32849689E-01      0.32682431E-01      0.32852090E-01
      0.83000000E+00      0.96795532E-01      0.32319168E-01      0.32154813E-01      0.32321551E-01
      0.83100000E+00      0.95249067E-01      0.31802744E-01      0.31641214E-01      0.31805109E-01
      0.83200000E+00      0.93743274E-01      0.31299903E-01      0.31141122E-01      0.31302249E-01
      0.83300000E+00      0.92276682E-01      0.30810154E-01      0.30654048E-01      0.30812480E-01
      0.83400000E+00      0.90847888E-01      0.30333028E-01      0.30179527E-01      0.30335333E-01
      0.83500000E+00      0.89455552E-01      0.29868077E-01      0.29717113E-01      0.29870361E-01
      0.83600000E+00      0.88098393E-01      0.29414874E-01      0.29266382E-01      0.29417137E-01
      0.83700000E+00      0.86775188E-01      0.28973010E-01      0.28826926E-01      0.28975252E-01
      0.83800000E+00      0.85484767E-01      0.28542095E-01      0.28398358E-01      0.28544315E-01
      0.83900000E+00      0.84226013E-01      0.28121754E-01      0.27980306E-01      0.28123952E-01
      0.84000000E+00      0.82997854E-01      0.27711632E-01      0.27572414E-01      0.27713808E-01
      0.84100000E+00      0.81799265E-01      0.27311384E-01      0.27174343E-01      0.27313538E-01
      0.84200000E+00      0.80629266E-01      0.26920684E-01      0.26785766E-01      0.26922816E-01
      0.84300000E+00      0.79486916E-01      0.26539218E-01      0.26406370E-01      0.26541327E-01
      0.84400000E+00      0.78371314E-01      0.26166685E-01      0.26035858E-01      0.26168771E-01
      0.84500000E+00      0.77281596E-01      0.25802795E-01      0.25673941E-01      0.25804860E-01
      0.84600000E+00      0.76216934E-01      0.25447273E-01      0.25320345E-01      0.25449315E-01
      0.84700000E+00      0.75176532E-01      0.25099853E-01      0.24974806E-01      0.25101873E-01
      0.84800000E+00      0.74159628E-01      0.24760280E-01      0.24637070E-01      0.24762278E-01
      0.84900000E+00      0.73165489E-01      0.24428310E-01      0.24306894E-01      0.24430285E-01
      0.85000000E+00      0.72193410E-01      0.24103707E-01      0.23984044E-01      0.24105660E-01
      0.85100000E+00      0.71242717E-01      0.23786245E-01      0.23668296E-01      0.23788176E-01
      0.85200000E+00      0.70312759E-01      0.23475708E-01      0.23359433E-01      0.23477617E-01
      0.85300000E+00      0.69402911E-01      0.23171887E-01      0.23057250E-01      0.23173774E-01
      0.85400000E+00      0.68512572E-01      0.22874581E-01      0.22761544E-01      0.22876446E-01
      0.85500000E+00      0.67641164E-01      0.22583597E-01      0.22472126E-01      0.22585441E-01
      0.85600000E+00      0.66788130E-01      0.22298749E-01      0.22188809E-01      0.22300572E-01
      0.85700000E+00      0.65952936E-01      0.22019859E-01      0.21911417E-01      0.22021660E-01
      0.85800000E+00      0.65135064E-01      0.21746753E-01      0.21639777E-01      0.21748534E-01
      0.85900000E+00      0.64334018E-01      0.21479266E-01      0.21373725E-01      0.21481026E-01
      0.86000000E+00      0.63549319E-01      0.21217239E-01      0.21113102E-01      0.21218978E-01
      0.86100000E+00      0.62780506E-01      0.20960516E-01      0.20857754E-01      0.20962235E-01
      0.86200000E+00      0.62027133E-01      0.20708950E-01      0.20607534E-01      0.20710649E-01
      0.86300000E+00      0.61288771E-01      0.20462397E-01      0.20362298E-01      0.20464076E-01
      0.86400000E+00      0.60565006E-01      0.20220718E-01      0.20121911E-01      0.20222377E-01
      0.86500000E+00      0.59855440E-01      0.19983781E-01      0.19886238E-01      0.19985420E-01
      0.86600000E+00      0.59159685E-01      0.19751456E-01      0.19655152E-01      0.19753076E-01
      0.86700000E+00      0.58477370E-01      0.19523620E-01      0.19428529E-01      0.19525221E-01
      0.86800000E+00      0.57808135E-01      0.19300151E-01      0.19206250E-01      0.19301733E-01
      0.86900000E+00      0.57151633E-01      0.19080935E-01      0.18988200E-01      0.19082498E-01
      0.87000000E+00      0.56507528E-01      0.18865859E-01      0.18774266E-01      0.18867403E-01
      0.87100000E+00      0.55875496E-01      0.18654814E-01      0.18564342E-01      0.18656340E-01
      0.87200000E+00      0.55255223E-01      0.18447696E-01      0.18358323E-01      0.18449204E-01
      0.87300000E+00      0.54646407E-01      0.18244404E-01      0.18156109E-01      0.18245894E-01
      0.87400000E+00      0.54048753E-01      0.18044840E-01      0.17957601E-01      0.18046312E-01
      0.87500000E+00      0.53461979E-01      0.17848908E-01      0.17762707E-01      0.17850364E-01
      0.87600000E+00      0.52885809E-01      0.17656518E-01      0.17571334E-01      0.17657957E-01
      0.87700000E+00      0.52319978E-01      0.17467581E-01      0.17383395E-01      0.17469002E-01
      0.87800000E+00      0.51764228E-01      0.17282010E-01      0.17198803E-01      0.17283415E-01
      0.87900000E+00      0.51218312E-01      0.17099723E-01      0.17017478E-01      0.17101111E-01
      0.88000000E+00      0.50681986E-01      0.16920639E-01      0.16839337E-01      0.16922010E-01
      0.88100000E+00      0.50155018E-01      0.16744679E-01      0.16664304E-01      0.16746035E-01
      0.88200000E+00      0.49637182E-01      0.16571769E-01      0.16492303E-01      0.16573109E-01
      0.88300000E+00      0.49128256E-01      0.16401835E-01      0.16323262E-01      0.16403159E-01
      0.88400000E+00      0.48628030E-01      0.16234806E-01      0.16157110E-01      0.16236114E-01
      0.88500000E+00      0.48136296E-01      0.16070613E-01      0.15993778E-01      0.16071906E-01
      0.88600000E+00      0.47652855E-01      0.15909189E-01      0.15833200E-01      0.15910467E-01
      0.88700000E+00      0.47177513E-01      0.15750469E-01      0.15675312E-01      0.15751732E-01
      0.88800000E+00      0.46710080E-01      0.15594391E-01      0.15520050E-01      0.15595639E-01
      0.88900000E+00      0.46250375E-01      0.15440893E-01      0.15367355E-01      0.15442127E-01
      0.89000000E+00      0.45798220E-01      0.15289916E-01      0.15217167E-01      0.15291136E-01
      0.89100000E+00      0.45353443E-01      0.15141404E-01      0.15069430E-01      0.15142609E-01
      0.89200000E+00      0.44915877E-01      0.14995299E-01      0.14924087E-01      0.14996491E-01
      0.89300000E+00      0.44485360E-01      0.14851548E-01      0.14781085E-01      0.14852726E-01
      0.89400000E+00      0.44061733E-01      0.14710099E-01      0.14640372E-01      0.14711263E-01
      0.89500000E+00      0.43644845E-01      0.14570899E-01      0.14501896E-01      0.14572050E-01
      0.89600000E+00      0.43234545E-01      0.14433899E-01      0.14365609E-01      0.14435037E-01
      0.89700000E+00      0.42830690E-01      0.14299052E-01      0.14231461E-01      0.14300177E-01
      0.89800000E+00      0.42433139E-01      0.14166309E-01      0.14099408E-01      0.14167421E-01
      0.89900000E+00      0.42041754E-01      0.14035626E-01      0.13969402E-01      0.14036726E-01
      0.90000000E+00      0.41656404E-01      0.13906959E-01      0.13841401E-01      0.13908045E-01
      0.90100000E+00      0.41276960E-01      0.13780262E-01      0.13715360E-01      0.13781337E-01
      0.90200000E+00      0.40903294E-01      0.13655496E-01      0.13591239E-01      0.13656559E-01
      0.90300000E+00      0.40535286E-01      0.13532619E-01      0.13468997E-01      0.13533670E-01
      0.90400000E+00      0.40172816E-01      0.13411592E-01      0.13348594E-01      0.13412630E-01
      0.90500000E+00      0.39815768E-01      0.13292374E-01      0.13229992E-01      0.13293401E-01
      0.90600000E+00      0.39464029E-01      0.13174930E-01      0.13113153E-01      0.13175946E-01
      0.90700000E+00      0.39117491E-01      0.13059223E-01      0.12998041E-01      0.13060227E-01
      0.90800000E+00      0.38776046E-01      0.12945216E-01      0.12884621E-01      0.12946209E-01
      0.90900000E+00      0.38439589E-01      0.12832875E-01      0.12772857E-01      0.12833857E-01
      0.91000000E+00      0.38108021E-01      0.12722166E-01      0.12662717E-01      0.12723137E-01
      0.91100000E+00      0.37781242E-01      0.12613057E-01      0.12554168E-01      0.12614017E-01
      0.91200000E+00      0.37459155E-01      0.12505515E-01      0.12447177E-01      0.12506464E-01
      0.91300000E+00      0.37141668E-01      0.12399508E-01      0.12341713E-01      0.12400447E-01
      0.91400000E+00      0.36828689E-01      0.12295007E-01      0.12237747E-01      0.12295936E-01
      0.91500000E+00      0.36520129E-01      0.12191981E-01      0.12135248E-01      0.12192900E-01
      0.91600000E+00      0.36215902E-01      0.12090402E-01      0.12034189E-01      0.12091311E-01
      0.91700000E+00      0.35915922E-01      0.11990242E-01      0.11934540E-01      0.11991141E-01
      0.91800000E+00      0.35620107E-01      0.11891472E-01      0.11836274E-01      0.11892361E-01
      0.91900000E+00      0.35328378E-01      0.11794067E-01      0.11739365E-01      0.11794946E-01
      0.92000000E+00      0.35040655E-01      0.11697999E-01      0.11643787E-01      0.11698869E-01
      0.92100000E+00      0.34756862E-01      0.11603244E-01      0.11549514E-01      0.11604104E-01
      0.92200000E+00      0.34476924E-01      0.11509776E-01      0.11456521E-01      0.11510627E-01
      0.92300000E+00      0.34200769E-01      0.11417571E-01      0.11364785E-01      0.11418413E-01
      0.92400000E+00      0.33928325E-01      0.11326605E-01      0.11274281E-01      0.11327438E-01
      0.92500000E+00      0.33659524E-01      0.11236856E-01      0.11184987E-01      0.11237680E-01
      0.92600000E+00      0.33394296E-01      0.11148300E-01      0.11096880E-01      0.11149116E-01
      0.92700000E+00      0.33132578E-01      0.11060916E-01      0.11009939E-01      0.11061723E-01
      0.92800000E+00      0.32874303E-01      0.10974682E-01      0.10924141E-01      0.10975480E-01
      0.92900000E+00      0.32619408E-01      0.10889576E-01      0.10839466E-01      0.10890366E-01
      0.93000000E+00      0.32367833E-01      0.10805579E-01      0.10755893E-01      0.10806361E-01
      0.93100000E+00      0.32119517E-01      0.10722670E-01      0.10673403E-01      0.10723444E-01
      0.93200000E+00      0.31874402E-01      0.10640830E-01      0.10591976E-01      0.10641596E-01
      0.93300000E+00      0.31632429E-01      0.10560040E-01      0.10511593E-01      0.10560797E-01
      0.93400000E+00      0.31393544E-01      0.10480280E-01      0.10432235E-01      0.10481029E-01
      0.93500000E+00      0.31157691E-01      0.10401533E-01      0.10353884E-01      0.10402274E-01
      0.93600000E+00      0.30924816E-01      0.10323780E-01      0.10276522E-01      0.10324514E-01
      0.93700000E+00      0.30694868E-01      0.10247004E-01      0.10200132E-01      0.10247731E-01
      0.93800000E+00      0.30467795E-01      0.10171189E-01      0.10124698E-01      0.10171908E-01
      0.93900000E+00      0.30243547E-01      0.10096317E-01      0.10050201E-01      0.10097028E-01
      0.94000000E+00      0.30022075E-01      0.10022372E-01      0.99766271E-02      0.10023076E-01
      0.94100000E+00      0.29803332E-01      0.99493378E-02      0.99039591E-02      0.99500349E-02
      0.94200000E+00      0.29587270E-01      0.98771993E-02      0.98321817E-02      0.98778892E-02
      0.94300000E+00      0.29373845E-01      0.98059410E-02      0.97612799E-02      0.98066239E-02
      0.94400000E+00      0.29163010E-01      0.97355479E-02      0.96912386E-02      0.97362239E-02
      0.94500000E+00      0.28954723E-01      0.96660054E-02      0.96220436E-02      0.96666745E-02
      0.94600000E+00      0.28748941E-01      0.95972992E-02      0.95536803E-02      0.95979616E-02
      0.94700000E+00      0.28545622E-01      0.95294154E-02      0.94861351E-02      0.95300711E-02
      0.94800000E+00      0.28344724E-01      0.94623402E-02      0.94193942E-02      0.94629894E-02
      0.94900000E+00      0.28146207E-01      0.93960602E-02      0.93534443E-02      0.93967029E-02
      0.95000000E+00      0.27950033E-01      0.93305623E-02      0.92882724E-02      0.93311987E-02
      0.95100000E+00      0.27756163E-01      0.92658338E-02      0.92238658E-02      0.92664637E-02
      0.95200000E+00      0.27564559E-01      0.92018619E-02      0.91602118E-02      0.92024856E-02
      0.95300000E+00      0.27375185E-01      0.91386344E-02      0.90972982E-02      0.91392519E-02
      0.95400000E+00      0.27188003E-01      0.90761392E-02      0.90351132E-02      0.90767507E-02
      0.95500000E+00      0.27002979E-01      0.90143646E-02      0.89736449E-02      0.90149700E-02
      0.95600000E+00      0.26820079E-01      0.89532989E-02      0.89128818E-02      0.89538984E-02
      0.95700000E+00      0.26639268E-01      0.88929309E-02      0.88528127E-02      0.88935246E-02
      0.95800000E+00      0.26460513E-01      0.88332494E-02      0.87934265E-02      0.88338373E-02
      0.95900000E+00      0.26283782E-01      0.87742436E-02      0.87347124E-02      0.87748258E-02
      0.96000000E+00      0.26109042E-01      0.87159029E-02      0.86766599E-02      0.87164794E-02
      0.96100000E+00      0.25936263E-01      0.86582167E-02      0.86192586E-02      0.86587877E-02
      0.96200000E+00      0.25765414E-01      0.86011750E-02      0.85624983E-02      0.86017404E-02
      0.96300000E+00      0.25596464E-01      0.85447676E-02      0.85063690E-02      0.85453276E-02
      0.96400000E+00      0.25429385E-01      0.84889848E-02      0.84508610E-02      0.84895394E-02
      0.96500000E+00      0.25264148E-01      0.84338168E-02      0.83959647E-02      0.84343661E-02
      0.96600000E+00      0.25100724E-01      0.83792544E-02      0.83416707E-02      0.83797985E-02
      0.96700000E+00      0.24939085E-01      0.83252882E-02      0.82879698E-02      0.83258271E-02
      0.96800000E+00      0.24779205E-01      0.82719091E-02      0.82348530E-02      0.82724429E-02
      0.96900000E+00      0.24621057E-01      0.82191084E-02      0.81823114E-02      0.82196371E-02
      0.97000000E+00      0.24464614E-01      0.81668771E-02      0.81303365E-02      0.81674008E-02
      0.97100000E+00      0.24309852E-01      0.81152069E-02      0.80789196E-02      0.81157257E-02
      0.97200000E+00      0.24156745E-01      0.80640893E-02      0.80280524E-02      0.80646032E-02
      0.97300000E+00      0.24005268E-01      0.80135160E-02      0.79777268E-02      0.80140251E-02
      0.97400000E+00      0.23855397E-01      0.79634791E-02      0.79279346E-02      0.79639834E-02
      0.97500000E+00      0.23707109E-01      0.79139705E-02      0.78786682E-02      0.79144702E-02
      0.97600000E+00      0.23560380E-01      0.78649826E-02      0.78299196E-02      0.78654776E-02
      0.97700000E+00      0.23415187E-01      0.78165077E-02      0.77816814E-02      0.78169981E-02
      0.97800000E+00      0.23271508E-01      0.77685383E-02      0.77339460E-02      0.77690241E-02
      0.97900000E+00      0.23129322E-01      0.77210670E-02      0.76867063E-02      0.77215484E-02
      0.98000000E+00      0.22988605E-01      0.76740868E-02      0.76399550E-02      0.76745637E-02
      0.98100000E+00      0.22849338E-01      0.76275904E-02      0.75936850E-02      0.76280630E-02
      0.98200000E+00      0.22711500E-01      0.75815710E-02      0.75478896E-02      0.75820392E-02
      0.98300000E+00      0.22575069E-01      0.75360218E-02      0.75025619E-02      0.75364857E-02
      0.98400000E+00      0.22440027E-01      0.74909360E-02      0.74576952E-02      0.74913957E-02
      0.98500000E+00      0.22306353E-01      0.74463071E-02      0.74132831E-02      0.74467626E-02
      0.98600000E+00      0.22174028E-01      0.74021286E-02      0.73693191E-02      0.74025800E-02
      0.98700000E+00      0.22043033E-01      0.73583943E-02      0.73257969E-02      0.73588416E-02
      0.98800000E+00      0.21913349E-01      0.73150978E-02      0.72827103E-02      0.73155411E-02
      0.98900000E+00      0.21784959E-01      0.72722331E-02      0.72400533E-02      0.72726725E-02
      0.99000000E+00      0.21657844E-01      0.72297943E-02      0.71978199E-02      0.72302297E-02
      0.99100000E+00      0.21531986E-01      0.71877753E-02      0.71560043E-02      0.71882068E-02
      0.99200000E+00      0.21407369E-01      0.71461704E-02      0.71146006E-02      0.71465981E-02
      0.99300000E+00      0.21283975E-01      0.71049740E-02      0.70736032E-02      0.71053978E-02
      0.99400000E+00      0.21161788E-01      0.70641804E-02      0.70330066E-02      0.70646005E-02
      0.99500000E+00      0.21040790E-01      0.70237842E-02      0.69928054E-02      0.70242005E-02
      0.99600000E+00      0.20920967E-01      0.69837799E-02      0.69529941E-02      0.69841926E-02
      0.99700000E+00      0.20802301E-01      0.69441623E-02      0.69135674E-02      0.69445714E-02
      0.99800000E+00      0.20684778E-01      0.69049262E-02      0.68745203E-02      0.69053316E-02
      0.99900000E+00      0.20568382E-01      0.68660664E-02      0.68358476E-02      0.68664683E-02
      0.10000000E+01      0.20453098E-01      0.68275779E-02      0.67975443E-02      0.68279763E-02
      0.10010000E+01      0.20338912E-01      0.67894558E-02      0.67596055E-02      0.67898507E-02
      0.10020000E+01      0.20225808E-01      0.67516952E-02      0.67220263E-02      0.67520867E-02
      0.10030000E+01      0.20113773E-01      0.67142914E-02      0.66848021E-02      0.67146794E-02
      0.10040000E+01      0.20002792E-01      0.66772395E-02      0.66479281E-02      0.66776242E-02
      0.10050000E+01      0.19892851E-01      0.66405352E-02      0.66113998E-02      0.66409165E-02
      0.10060000E+01      0.19783938E-01      0.66041737E-02      0.65752126E-02      0.66045517E-02
      0.10070000E+01      0.19676038E-01      0.65681506E-02      0.65393621E-02      0.65685254E-02
      0.10080000E+01      0.19569139E-01      0.65324615E-02      0.65038439E-02      0.65328331E-02
      0.10090000E+01      0.19463227E-01      0.64971022E-02      0.64686538E-02      0.64974706E-02
      0.10100000E+01      0.19358289E-01      0.64620683E-02      0.64337875E-02      0.64624336E-02
      0.10110000E+01      0.19254315E-01      0.64273558E-02      0.63992409E-02      0.64277180E-02
      0.10120000E+01      0.19151290E-01      0.63929604E-02      0.63650098E-02      0.63933195E-02
      0.10130000E+01      0.19049203E-01      0.63588782E-02      0.63310903E-02      0.63592343E-02
      0.10140000E+01      0.18948042E-01      0.63251052E-02      0.62974784E-02      0.63254582E-02
      0.10150000E+01      0.18847795E-01      0.62916374E-02      0.62641702E-02      0.62919875E-02
      0.10160000E+01      0.18748451E-01      0.62584711E-02      0.62311619E-02      0.62588182E-02
